,text,tag,senti_polarity
2642, 人就这么一辈子，我们在仰视这些我们无法实现的的梦想，眺望这些我们无法达到的目标之时，是否应该以一颗平常心去看待我们的失利。岂能尽如人意，但求无愧我心。对于一件事，只要我们尽力去做了，我们就应该觉得很充实，很满足，而无论其结果如何。,励志,positive
2643, 生活最美好的态度，就是在少年的时候笨笨的为了自己的理想坚持过，然后用平淡而现实的方式生活下去。梦想能够实现当然是最好的，但如果没有实现，也没有什么可惜的，只要向着那个目标努力过，一切记忆都是美好的。,励志,positive
2644, 只有坚持，才能朝着目标坚定地前行；只有坚持，才会努力找求解决困难的办法；只有坚持，才能把梦想变为现实。,励志,positive
2645, 我们不是世界上最成功的人，但我们一定要成为世界上最会鼓励自己的人，因为如果你有梦想，而不鼓励自己的话，那么就不会有其他人来鼓励你。？唯有不可思议的目标，才能造就不可思议的结果。,励志,positive
2646, 去追求你的巅峰、你的目标、你的奖赏。,励志,positive
2647, 在学习的路途中还有有远大的理想，有明确的目标，坚定的决心，这样较大实地一步一个脚印的走向自己的目标。实现自己的梦想，不管在路途中遇到多大的挫折，我们要有坚强的毅力，不临阵退缩！,励志,positive
2648, 年轻就是我前进的动力，你就是我前进的目标。,励志,positive
2649, 似乎，再难实现的梦想，透过他们的眼光，我们就能看见目标其实就在不远的前方。,励志,positive
2650, 人民是伟大的，因为梦想，实现自己的目标，早日。,励志,positive
2651, 通向崇高的目标的道路，总是崎岖的艰难的。,励志,positive
2652, 童年时，我们享尽了人间所有的快乐，也许你并不是最幸福的，但一定是你的家人最恩宠的。现在，我们就要踏上一条寻找梦想的，为了回报家人，也为了要证明自己，证明自己，就要敢于追求，不仅要明确心中的目标，更要有不惧艰险的勇气，倘若你只是有着梦想而由于畏惧现实中的各种挑战而停止不前，那么，一切都只是空想。,励志,positive
2653, 我们生命的终极目标，就是往生极乐。,励志,positive
2654, 我了有梦想，就会守护它。我有了目标，就会全力以赴。,励志,positive
2655, 昨天的梦想可能是今天的希望，还可能成为明天的现实，努力向上吧，星星就躲在你的灵魂深处，做一个悠远的梦吧。每个梦想都会超越你的目标。,励志,positive
2656, 追求的目标有过高远，学习的路就有多漫长。,励志,positive
2657, 人生路上常有风雨，凡事需要坚强不屈。梦想需远大，但那是短期的，现实可行的目标是成功的关键。成功与日常行为有着直接的联系。成功的人士就是一直保持前进，每天做的点滴小事，日积月累，一步步向梦想靠拢。,励志,positive
2658, 在追求人生目标时，我们经常能创造令人感动的日子。当我们历经千难万险，终于实现了自己的人生梦想，我们的奋斗历程就永远铭刻在了心中，回想起这些奋斗的日子，常常能让我们队未来充满勇气与信心。,励志,positive
2659, 志向要远些，目标要近些，与其躺在原地做梦，不如逐步靠近梦想。 www.yipinjuzi.com,励志,positive
2660, 低是高的铺垫，高是低的目标。,励志,positive
2661, 如果认准一个目标，那么就遇事要忍，出手要狠，善后要稳。,励志,positive
2662, 有目的的人在奔驰，没目标的人在流落。,励志,positive
2663, 我们每个人追求的生活目标不一样，每个人的梦想也不一样，但是有一个很简单的现实摆在我们面前，就是每一个人都希望被肯定、被尊重。如果我们得到别人的肯定与尊重，往往这个时候就有一种成功的感觉，但这种感觉也是需要以实力为基础的。,励志,positive
2664, 追求客观真理和知识是人的最高和永恒的目标。,励志,positive
2665, 人生需要有一颗梦想的心，人生的梦想与目标是你前进的方向。人生应该有梦想，敢于去梦想，才有希望。一个有梦想的人才是一个完整的人，一个真正的人。,励志,positive
2666, 做一个简单的人，带一个简单的目标。,励志,positive
2667, 人生因梦想而高飞，人性因梦想而伟大。从小给自己一个梦想，一个人生的远大的目标，从而让梦想带着自己在人生辽阔的天空自由地飞翔。,励志,positive
2668, 生活而无目标，犹如航海之无指南针。,励志,positive
2669, 一个人的目标越大，取得的成绩往往就越大。,励志,positive
2670, 我的最终目标是使海尔成为一个真正的世界品牌。,励志,positive
2671, 正念是我们在努力道路上对自己的鞭策，念念不忘我们为自己设定的目标，时时在心中提醒我们自己的梦想到底在何方，坚持走下去。,励志,positive
2672, 一个人向着目标迈进的时候，应该笔挺地朝前望的。,励志,positive
2673, 找个让你开心一辈子的人，才是爱情的目标。,励志,positive
2674, 目标再远大，终离不开信念去支撑。,励志,positive
2675, 在追逐梦想的过程中，咱们常常把真实的需要忘得一干二净，却把实现目的的手段当做终极目标。就像一个人在路上走了很久，却突然忘记了自我想要去的地方，也忘记了来时的路。,励志,positive
2676, 一个人心中有多少恩，就有多少福；一个人心中有多少怨，就有多少苦：要相信任何事情的发生都有其原因，并有助于你，相信一切都是最好的安排，相信宇宙中所有事情的发生都是来帮助你实现目标和梦想的，要么为了考验你，要么为了成就你，心存感恩才会获得源源不断的能量！,励志,positive
2677, 你3年的目标，及每3个月的进度。,励志,positive
2678, 正念是我们在努力道路上对自己的鞭策，念念不忘我们为自己设定的目标，时时在心中提醒我们自己的梦想到底在何方，我们就会在前进的道路上少受那些一时欲望的影响，少走弯路。,励志,positive
2679, 心中有目标，航行是顺风，愿你早日到达你心中的彼岸。,励志,positive
2680, 如果你不知道目标是什么，就别说你没有机会。,励志,positive
2681, 志向要远些，目标要近些，与其躺在原地做梦，不如逐步靠近梦想；选择要远些，行动要近些，锲而不舍终有成，好高骛远皆是空；投资要远些，投入要近些，不要贪多求大，最后壮志难酬；人脉要远些，人际要近些，利益驱使的并非深交，心神相映的方是至友；事业要远些，事情要近些，愿谋细微者，方可成大器。,励志,positive
2682, 当你没有目标的时候学习吧，你会找到你的灯塔。,励志,positive
2683, 十个梦想赶不上一个行动；再远的路途，只要用脚步丈量，我们终能抵达目标，脚印证明了我们的付出。失败是什么？没有什么，只要方向正确，每迈动一步，我们就接近成功一点；成功是什么？也没有什么，就算所有失败的路都走过了，还会剩下最后一条，那就是成功。,励志,positive
2684, 执着的践行会成就心中有梦的人，凡事要三思然后行，一旦确定目标后，不管遇到多少艰难险阻，只要敢于创新，敢于担当，勇于践行，梦想成真总会指日可待。,励志,positive
2685, 什么样的目标，将决定你成为什么样的人。,励志,positive
2686, 要坚持心中的梦想，要有目标的生活。喜欢做一件事，就要坚持下去。,励志,positive
2687, 人生如同一场旅行，别在乎别人的观点，做人应有目标，有追求，为自己的梦想而奋斗，别管结果，做好手头的事。,励志,positive
2688, 我们当代青年更应该有属于自己的梦想，梦想最大的意义是给予我们一个方向，一个目标，如果把梦想只当作做梦，那么这样的人生可以说没有什么亮点。,励志,positive
2689, 我们的目标应该是不断努力成为更好的人，并借着更远大的梦想扩张自己的界限。,励志,positive
2690, 我一直以为，严格要求自己、超越极限努力不懈的人，都有着特别坚强的意志力。可是，如果能觉得努力是一件快乐的事，任谁都能朝着梦想与目标努力。成功人士并非与众不同，我们每个人都能像他们一样追求梦想。,励志,positive
2691, 如果你是一个不知道自己想要什么的人，想想十年以后的自己，到底要过什么样的生活，到底要实现什么样的目标。如果你现在能及时地问自己一句：“十年后我会怎么样？”你会发现，你的人生就会在不知不觉中发生变化。如果你有向往，那从现在就一开始做。你会朝着自己的梦想越走越近。,励志,positive
2692, 我认真地思考了几天，终于让我找到了一个目标。这个目标其实是我小时候的一个梦想，当时碍于父母的反对，家里情况不允许，我也对自己没有足够的信心，最后我也渐渐忘记了这个梦想。有了目标，我觉得自己浑身充满了力量，每天带着喜悦入睡，带着期盼醒来，每一天都变得充实愉快。,励志,positive
2693, 是的，我尤其钟爱那些，有梦想与坚持梦想的女人。在我的意识里，切合实际的东西就应叫做目标，而非梦想。有梦想的女人，在大地之下是一泓清水，大地之上是无垠的星空。在天地之间，则是美丽的花朵与湿润的绿荫。,励志,positive
2694, 除非太阳不再升起，否则不能不达到目标。,励志,positive
2695, 没有目标在行动中将走向死亡。,励志,positive
2696, 观光的目标，对他们而言，是感觉，不是享受。,励志,positive
2697, 死了都要瘦誓不达目标不罢休，绝食多苦只有这样才能瘦下来。,励志,positive
2698, 我穷，但是我有尊严。我胖，然而我有目标。坦然面对所有。,励志,positive
2699, 站在路的前端，远远考研的汽笛已经鸣响，考研的风帆已经启航，作为新一轮的考研人咱们把目标对准远方。漫漫长路定是荆棘密布，坎坷征途必将困难重重，没有人知道有多少挑战与考验，没有人知道有多少挫折与磨练。只有经历了才知道路途的艰辛，只要走过了才知道自我的坚强，而要想走到最后咱们务必坚定信念，务必拥抱梦想。,励志,positive
2700, 找到自己的目的，是活出没有限制的人生的第一步。而即使面对困难，依然对未来保持希望、对生命的各种可能性保持信心，则会让你继续往目标迈进。但要实现梦想，你内心深处必须相信自己值得拥有成功与幸福；你必须爱自己，就像上帝爱所有对自己忠实的人一样。,励志,positive
2701, 我该往那走，那里才是我的目标。,励志,positive
2702, 骆驼走得慢，但终能走到目标地。,励志,positive
2703, 有了梦想，人生就会充满憧憬，充满激情，就有为之奋斗一生的目标。,励志,positive
2704, 有时候生活就象打飞机，虽然没有射中目标，但还是爽了一下。,励志,positive
2705, 人之所以巨大，是由于他是一座桥梁，而非目标。,励志,positive
2706, 走得慢，只要不丧失目标，也比漫无目的地徘徊走得快。,励志,positive
2707, 君子为目标，小人为目的。知缘惜再造善缘。,励志,positive
2708, 只要我们能够执着地去朝着我们的目标与梦想前进，那么最后你所得到的就会是成功的喜悦。,励志,positive
2709, 健康的身体是实目标的基石。,励志,positive
2710, 如果有梦想，就追求吧，如果有希望，就努力吧；如果有机会，就把握吧；如果有目标，就奋进吧；如果有道路，就坚持吧。如果有幸福，就珍惜吧。,励志,positive
2711, 世事无常，我们无时无刻都会遇到困厄与挫折。遇见生命中突如其来的困难时，你都是怎么看待的呢？不要把自己禁锢在眼前的困苦中，眼光放远一点，当你看得见成功的未来远景时，便能走出困境，达到你梦想的目标。,励志,positive
2712, 人因为梦想而伟大，早日达到自己的目标。,励志,positive
2713, 任何目标都是一步一个脚印走出来的，急不得。,励志,positive
2714, 你的目标在你的心里，而不是因为别人的眼光而改变你的方向。,励志,positive
2715, 人生的精彩源自梦想的精彩，目标的高度决定成就的高度，因为每个人都是自己命运的设计师。,励志,positive
2716, 你总能击中一些目标，但未必是你瞄准的那个。,励志,positive
2717, 你要记得，你是你。不需要别人来迁就，不需要以别人为目标。,励志,positive
2718, 小时候折成纸飞机就能放飞梦想，长大了汲取知识才能收获希望，怀着一颗不断探索的心，朝着一个坚定不移的目标，让我们一起活到老、学到老。,励志,positive
2719, 如果你不想理我了请你先告诉我，我好去找下一个目标。,励志,positive
2720, 希望是成功的原料，它可以转变成信心，在变成决心，最后付出行动。希望来自你的梦想，它从的想象中萌芽，从而让你的世界更加美好，人生更加美丽。有了希望，就有可能有了目标。就能有动力去实现它。成功的前面，都是希望的开始。,励志,positive
2721, 朝着既定的目标走，就不会迷失。,励志,positive
2722, 革命，我们为信仰而战，生活，我们因目标而前行。,励志,positive
2723, 爱不是一种目标，而是一段旅程；爱是渴望，是忠诚。,励志,positive
2724, 有了梦想，也就有了追求，有了奋斗的目标；有了梦想，就有了动力。让我们把自己的目标告诉我们认识的每个人，从而给自己压力，也给自己动力。目标不在大小，都是我们希望做到的，只有我们坚持，它在我们的生活中也就交得非常重要了。,励志,positive
2725, 我现在二十岁，如果努力十年后，梦想虽然不一定会实现，可它毕竟走近了生活十年。反正日子也是一秒一分的过，何不让自己有个目标。,励志,positive
2726, 在梦想与事实中给自己定好位，然后二心一意地缭绕着自己的目标，埋头做自己的事。,励志,positive
2727, 要不断的研究自己的目标与梦想，把自己变成拥有成功特质的人，把焦点放在自我修炼上，你的目标与梦想就会实现。,励志,positive
2728, 不管你的目标是什么，我希望你们去做，去真正地付诸于行动。,励志,positive
2729, 目标和信念给人以持久的动力，它是人的精神支柱。,励志,positive
2730, 最新调查发现，和闺密的这种比较最是容易让女人备感压力。不要给自己太大压力，当下没有成功并不意味着你就已经失败了，你现在所最需要做的，其实也就是将最终梦想分解成一个个小目标，然后付诸行动一件一件完成。,励志,positive
2731, 如果要建立亲密的关系，就必须有共同的人个价值与目标。,励志,positive
2732, 因为梦想和伟大，尽快达到我们的目标。,励志,positive
2733, 想到这些内心都要激情澎湃好一会儿，可是梦想是要一步一步，脚踏实地去实现的。所以我总会告戒我自己，如果你想要成为理想中的自己，那么你就要从现在一开始努力，朝着目标奋斗。然后就会斗志昂扬的一天，相信一天天的斗志昂扬会铺成一级级的石梯，让我成为梦想中的自己。,励志,positive
2734, 有目标的人在奔跑，没目标的人在流浪，因为不知道要去哪里！,励志,positive
2735, 人生充满着期待，梦想连接着未来，目标成就现在。,励志,positive
2736, 对于未来的迷茫，只是源于把目标定格的太高。,励志,positive
2737, 团结在一个共同的目标下，要比团结在一个人周围容易的多。,励志,positive
2738, 上帝说过，我们的目标是恩爱。,励志,positive
2739, 人这一辈子，该拼搏的我们去拼搏了，但还不能如愿以偿。人生在世，有多少梦想是我们无法实现的，有多少目标是我们难以达到的。我们在仰视这些无法实现的梦想，眺望这些无法达到的目标的时候，应该以一颗平常心去看待我们的失利。岂能尽如人意，但求无愧我心。,励志,positive
2740, 同一个目标携手共进，同一个梦想合作共赢。促进兄弟合作，共享发展新机遇。,励志,positive
2741, 喜欢追梦的人，切记不要被梦想主宰；善于谋划的人，切记空想达不到目标；拥有实干精神的人，切记选对方向比努力做事重要。不要以为建起城市你就能定居；不要以为播下种子你就能收获；不要以为登上顶峰你就能征服；不要以为堵住别人的嘴，你听到的就是赞扬声。,励志,positive
2742, 有了明确的目标，才会为行动指出正确的方向，才会在实现目标、梦想的道上少走弯。,励志,positive
2743, 我们长大了，有目标了，所以必须活着。,励志,positive
2744, 只因你那个平凡的拥抱，温柔的不只是我那飘飘欲坠的梦想，也坚定了我那颤颤而动摇的心，虽然那时我还无法确定未知的目标是什么，但我却明确了自己的信念，未来不管怎样，都要一直坚定的牵着你手。,励志,positive
2745, 越来越感觉，年轻人有目标，有理想，有梦想的重要性了。这是他们前进的动力，这是他们行动的方向，这是他们人生奋斗的灯塔。唯有这样，我们的青春才能不老不死不休。,励志,positive
2746, 对于一些人来说，生活是美丽的，生活的这些人都是争夺的目标。,励志,positive
2747, 对目标过于专注的人，最终往往会偏离目标。,励志,positive
2748, 我是神，万人瞩目标神。,励志,positive
2749, 人生永远在寻找，没有人会指给你前方的路（即使有人指给你路，那路也不一定适合你止。只有带着成熟寻找、带着成熟过滤后的梦想与热情寻找，才会有能力经受挫折跨越障碍，目标坚定地向自己的人生理想迈进；才能有信心战胜困难攀登高峰，永不停下前进的脚步，向自己的人生理想冲锋。,励志,positive
2750, 人正因梦想而伟大，早日到达自我的目标。,励志,positive
2751, 人生像一年四季开放的花朵，有的花在春天开，有的花在夏天才开，有的花要到了秋天才开，有的花到了冬天才开。人生奋斗是一辈子的过程，人生是看不到的马拉松，我们要拼耐力，拼专注，不急不燥，看准目标，让自己的一生与自己的目标一起发出光辉灿烂的色彩。当我们回头看的时候，觉得这辈子过得真值了，如果有这样的感觉，就算一辈子没百活。,励志,positive
2752, 越勤奋，就越能逼近自己的目标。,励志,positive
2753, 每一个人不见得都能认识自己的才能，因此，要根据自身的特点，选择合适的成才目标，是要经过一番摸索、实践的。所谓发现自己，就是充分认识自己所长，扬长避短。,励志,positive
2754, 人总是在无边的生活中奋斗着，追寻着自己的目标，渐渐的，忘记了自己的初哀。,励志,positive
2755, 人生总有第二次机会无论何时去制定一个目标都不算太迟，重要的是，只有设定好了目标你才能发现自己进步了多少。,励志,positive
2756, 比赛确实不能代表一个音乐家的成长，比赛是一个过程，演奏练习也是一个过程。要成为什么样的音乐家是一个目标，这个目标需要自己去奋斗。,励志,positive
2757, 不管是什么样的人生，都是不要去为了迎合哪些不愿激励别人的人而降低自己对目标的期望。,励志,positive
2758, 要走好脚下的路，要对得起自己，要善待你身边的人。人生的目标，在于向前，也在于拐弯。人生的成长，在于学习，也在于经历。人生的修养，在于顿悟，也在于静修。人生的态度，在于进取，也在于知足。人生的幸福，在于得到，也在于放下。人生的质量，在于内容，也在于积淀。人生的秘诀，在别人身上也在于你。,励志,positive
2759, 你有多大的能力，你就设定多大的目标，如果你想自己强大，你就给自己让自己强大的目标。,励志,positive
2760, 【智言慧语】没有自己的性格，就不会有自己的定位，也不会找到真正适合自己的目标，这样不会得到心中所追求的成绩。,励志,positive
2761, 【智言慧语】我要的，你从不愿给我，你却说你给你起。我习惯一个人在城市的走道上手插口袋漫步徜徉，没有目标，没有终点，我只是想这样一步一步的走下去，走到自己筋疲力尽为止。,励志,positive
2762, 理想，是一个目标，是让自己活下去的原动力，是让自己开心的原因。,励志,positive
2763, 达不到目标的原因只有一个，就是你不知道自己的目标是什么。,励志,positive
2764, 问问自己：这辈子到底想要什么？这是很重要的问题，一定要仔细问自己，你一生到底想要什么？你的人生目标是什么？你最终想过什么样的生活？不要告诉别人，告诉自己就行了。,励志,positive
2765, 自己喜欢才是最重要的，为自己的目标去奋斗。,励志,positive
2766, 【心理学语录】青春就是要拥有一种取悦自己的能力，这是上天的礼物。如同猫的尾巴，独处的时候拿来玩乐，没有目标的时候拿来追找。,励志,positive
2767, 以解决自己的问题为目标，这是一个实切实在的情理，正视自己的问题，想法解决它，这是胜利的捷径。谁能塌下心来把眼光凝聚在一个个小破绽小阻碍上，谁就先迈出了一大步。,励志,positive
2768, 给自己一个强有力的理由或目标，若非如此，你在生活中会感到步履维艰。,励志,positive
2769, 是否熟悉的或不熟悉的人，有自己的目标，有自己的方向。也许找找童年的一些缺失，或某种形式的对未来的希望，有些人喜欢跑步，一些人有机会休息一下运行再次踏上旅程。还有人会停止，面对所有的奇怪。跑在路上，会赶上一些人关于哲理的段落，将超过一些人，有些人，自己跑，有时跑步我自己。,励志,positive
2770, 【智言慧语】如果你为自己定的所有目标都已到达，那么说明你定的目的还不够弘远。,励志,positive
2771, 修行的最高目标就是转化自己的态度，让自己走向与平、慈悲、平静的专注，以及智慧。,励志,positive
2772, 不可事必躬亲，目标理想应志在千里，只做最重要的事情，比如理想与目标以及战略的制定与策略的使用，将不重要的事情移出你的计划，让自己投身于更加重要的事情中去，不断量变、蜕变、裂变与质变。其次，目标需要远大，志向需要宏远。,励志,positive
2773, 当你别再矫情，不再任性，懂得取舍，敢于面对现实，勇于面对挫折，当你一开始不再沉浸于春梦，而是脚踏实地的朝着自己的目标去走。那么你才能算是有点成长了。,励志,positive
2774, 【智言慧语】没有什么豪言壮语，只是为了自己，也只是为了给自己一目标，同时也是为了改变现有的生活状态，为了证明，为了赌一口气。,励志,positive
2775, 那些年，我们还很迷茫，一段时间，不知道自己的目标是什么，不相信自己。,励志,positive
2776, 适当的给自己一个小目标，不然你或许会迷失方向的。,励志,positive
2777, 当你不断想象自己达成目标是情景，潜意识会引导身体作出那些效果。,励志,positive
2778, 当你失败了，最重要的是从错误中记取教训，认清自己下次该怎么做才有助于达到目标。,励志,positive
2779, 想清楚自己的目标是什么，把自己的潜力用实在的冲劲与满溢的热情转化成实力。,励志,positive
2780, 【智言慧语】修行的最终目标是提高自己的精神境界。确切的说，修行向世俗，生活在当下。能够安于当下，享受当下这一刻，察知这一秒的感受，守住当下，安在当下，已是上品了。,励志,positive
2781, 【智言慧语】我是累了，抬头的时候脖子会疼，看天的时候眼睛会睁不开。我习惯黑暗中的昏黄灯火，其实我是习惯一种歇斯底里的麻木。一切的一切以拖垮自己为目标，最后的最后大家同归于尽。,励志,positive
2782, 人生的目标，在于向前，也在于拐弯。人生的成长，在于学习，也在于经历。人生的修养，在于顿悟，也在于静修。人生的态度，在于进取，也在于知足。卸下虚荣的面具，做回真实的自己，按内心的指引去奋斗，按自己的意愿去生活，宠辱不惊，去留无意，淡然恬静，优雅从容。,励志,positive
2783, 【智言慧语】计划没有变化快，变化没有电话快，设定目标要留余地，给自己也是给他人。但是一定按照计划执行。,励志,positive
2784, ⊙断绝你的一切后路，抱着任何阻碍都不能使你向后转的决心，把自己的全部精力贯注于目标，就可以生出一种坚强的自信。,励志,positive
2785, 有理想才会有远方，才会有为目标和理想奋斗的勇气。有理想的人的眼睛是光亮的，因为他们怀揣着乐观，满怀着希望。即使遇到再多的艰险，再大困难，因为理想也会奋力攀登，去创造自己心中的理想。没有理想的人，眼睛是干涸的。,励志,positive
2786, 如果认为自己所有的目标都已达成，那只能说明你的目标还不够远大；还有拓展的空间。,励志,positive
2787, 每天提醒自己，不要忘记理想，不要忘记目标。,励志,positive
2788, 在一开始就要知道自己是走向何方，一辈子的终极目标是什么。比如，有些人从很年轻的时候就下定决心要成为伟大的音乐家、画家、科学家或政治家，那么你的一辈子都在为自己的终极理想而奋斗。,励志,positive
2789, 人应该往前看，往前走，永远都不放弃的去追求，永远都不要放弃，永远都要给自己不断的定下目标，一个比一个难以得到的目标，人才会长大。,励志,positive
2790, 超不超过并不是我的目标，反正就是超越自己，走得更远。,励志,positive
2791, 【智言慧语】每回开学给自己制定很多目标，但最后一个字都不写的同胞们。我来拉。,励志,positive
2792, 你想是怎样的人，你就是怎样的人；你想成为怎样的人，你就会离这个目标不会太远。我怎么样你不要管，要看现实就看自己的。,励志,positive
2793, 完美，虽然几乎不可能做到。但是，追求完美就有了目标，有了目标，人生就不在迷茫，可以朝正自己的理想而奋斗，虽然很难做到完美。或者说，这根本就不可能，但是至少，离完美不远了。,励志,positive
2794, 在现实生活中，我们难免要被人超越，因为任何人都不可能具备所有的智能。我们要坦然接受自己的不完美，当有人在某一方面超过我们时，我们应该去欣赏，而不是嫉妒。因为欣赏会激发我们内心的斗志，令我们将对方当作追赶目标，从而不断提升、不断进步，这才是人生的精彩。,励志,positive
2795, 活着，每天把自己整理得纤尘不染，然后用一副微笑的面孔去从容的面对形形色色的人，不敢有丝毫的懈怠。追求着，向着一些遥不可及的目标，每天跋涉奋进，为了给自己一个生存的理由。,励志,positive
2796, 为了避免挫折感，应该把目标和要求定得切合自己。懂得欣赏自己已有的成就，自然就会心情舒畅了。,励志,positive
2797, 给自己树立一个大目标后，还要树立一些小目标，当小目标一个个达到后，大目标就会达到。,励志,positive
2798, 人生最大的奋斗目标、就是让自己的爹娘过上幸福的生活。,励志,positive
2799, 我们注定就是凡人，我们祈愿自己人生除了七情六欲之后更多剩下的就是尊严。我们膜拜神，因为神不是人，可以高昂着头，哪里不平哪里去；人不行，碰见火坑不能往里跳，跳的不是傻子就是疯子。什么都不能什么都不会，所以获取尊严就成了起码的奋斗目标，前人说得好，宁愿站着喝稀饭，也不去跪着拿赏，想都能想通，赏你一个馍就打你几下脸，不是猪头，就千万别去凑那热闹。,励志,positive
2800, 他的目标只是前进。他自己就是目标，逼着他向前走。,励志,positive
2801, 【交际箴言】能屈能伸代表一种积极向上的心态，不管在什么样的境况之中，都能紧盯着自己的目标，受得了一时的委屈才能成就更大的辉煌。不懂得适时屈伸的人，往往都会迎接失败的结果。,励志,positive
2802, 自我暗示就是把目标用强烈语气不断念出声音，告诉自己，让潜意识无法分辨真假，因此相信它。,励志,positive
2803, 我们终究会死。所以我们的人生目标不该是长命百岁，而应该做点自己想做的。,励志,positive
2804, 每天给自己一个希望，就是每天给自己一个目标，给自己一个信心，给自己一点激发生命激情的催花剂，给自己人生一个美好的支撑点。,励志,positive
2805, 【智言慧语】人要让自己忙起来，但要能忙得有意义、忙得有目标、忙得欢喜、忙得充实，甚至人忙心不忙，「忙中有闲」的人生何其自在安然。,励志,positive
2806, 真正有毅力的人清楚自己人生的目标，且愿意承担责任，有颗坚强、非凡又充满着希望的心。,励志,positive
2807, 我们也许知道下一步的目标是什么，但很少有人了解他这一生的最终目标是什么。没有对自己欲望的觉知与醒悟，人的一生就只是在欲望这个狱卒不断驱使与鞭打下的终身苦役。,励志,positive
2808, 不要盲目追求一步到位，要善于为自己设立因势利导的短期目标，当一个个小目标串连在一起，长远的目标就在眼前了。,励志,positive
2809, 给自己一个远大的前程与目标，不顺心的时候多看看天空，也记得看看自己脚下，也许就会有意外的感动。,励志,positive
2810, 人生路上不是每个人都会支持你。坚守自己，相信你的直觉，忘掉那些不支持你的目标与激情的人。,励志,positive
2811, 当自己一无所有的时候，你要做的就是给一个目标，目标能够使你的生命有价值，能够使你的生活充满意义。,励志,positive
2812, 【找出问题的根源】找到问题出现的根源，是帮助你理解孩子的行为问题的有力的方式。是不是孩子在学校会出现问题，而在家里就会冷静下来呢？问题行为发生的地方就是孩子在要达成自己重要目标的地方。,励志,positive
2813, 【智言慧语】用心甘情愿的态度，过随遇而安的生活。人生没什么好迷茫的，走的随意一点潇洒一点，任何时候都可以一开始做自己想做的事，不要用年龄与其他东西去束缚自己。人生需要规划，但是意外总是会到，与其强求某事某地达到某个目标，不如顺其自然。当然不是说听天由命，而是听从心的方向，去做到最好。,励志,positive
2814, 给自己一个远大的前程和目标。记得常常仰望天空，尤其是晚上清澈的星空。记住仰望天空的时候也看看脚下。,励志,positive
2815, 永远不对自己的现状满意，永远向着更高的目标前进，你永远可以做得更好。,励志,positive
2816, 【家庭教育中错误的做法】1用年轻时经历教育孩子.2孩子得意时警告他别骄傲.3缺点须用批评才改正.4孩子面前说别人长短.5孩子学习须有人看着.6相信各种速成班.7为孩子做所有事情.8孩子的事什么都想知道.9物质刺激当成激励.10教育孩子全靠老师与学校.11依自己的标准给孩子定目标。,励志,positive
2817, 人在天地间，既要遵天道，又要循地道。天道，就是活在这个世界，一定要自强不息，老天让我们敢于担当。地道，就是君子厚德载物，要学会宽容与包容，不但宽容与包容自己的缺点与不足，还要宽容与包容别人的缺点与不足。不要太过分地追求目标。过分追求目标的人，亲人疏远，身体劳累，内心失衡，找不到幸福的感觉。,励志,positive
2818, 秘密不能太大，大了不易收藏，容易暴露目标；也不能太小，太小了极易藏丢了。最好的尺寸是刚好让别人忽略，又正好够自己揣着偷笑。 www.yipinjuzi.com,励志,positive
2819, 【教育的首要目标是什么？】学会生存！让孩子懂的珍视生命、乐观生活。如卢梭所说：“应该教他成人后怎样保护他自己，教他经受得住命运的打击，教他不要把豪华和贫困看在眼里，教他在必要的时候，在冰岛的冰天雪地里或者马耳他岛灼热的岩石上也能够生活。……问题不在于防他死去，而在于教他如何生活！,励志,positive
2820, 【智言慧语】容易急躁。急躁的人易为自己确立各种目标，最后在高速旋转中迷失。耐心不等于等待，沉下心来才是人生最好的修行。,励志,positive
2821, 我们为世间的假相与幻觉颠倒燥热，稀少为生命深远并且温柔的本性而存在，无法细心感受，不够有耐心期待与灵魂伴侣的相遇。这种相遇，最终是为了与真实的自己融为一体。找找自我生命的旅程，只能以人与自己及他人的关系作为导航。这关系折射出灵魂最为幽暗细微的褶皱。而不可能是任何别的世间的目标。,励志,positive
2822, 【教会孩子做一个心灵旺盛的人】是指个人创造或维持主观幸福感的能力。心灵旺盛之人会在任何情况下都对生活感到满意，感到自己能胜任压力，都会认为生活有目标、有意义，都会悦纳自己的一切。,励志,positive
2823, 【智言慧语】做，就有希望；很多时候你觉得自己绝不可能达成一个目标，问题只是你还没有一开始走而已。,励志,positive
2824, 在自己的目标面前，任何杂音都要置之不理，你越是纠缠，就越会在泥潭中越陷越深，你越是勇往直前，就越是容易得到你想要的结果。,励志,positive
2825, 不要怕目标定得太高，你可能需要退而求其次。如果你不会知道自己要什么，别说你没有机会。,励志,positive
2826, 【智言慧语】能够坦然面对自我的渺小，承认自己的能力够不上愿望，愿意把目标降低到一个可行的水准，是勇气，也是智慧。,励志,positive
2827, 生活的漫无目的一般都是因为缺乏目标感造成的。想要改变现状，要先告诉自己前进的最终目标和方向。,励志,positive
2828, 有时，因为没有仔细欣赏。竟忘却了路的两侧那美丽的风景。有时，因为选择的道路铺满荆棘，竟弄得自己遍体鳞伤。无论那些熟悉的或不熟悉的人，都有自己的目标，有自己的方向。,励志,positive
2829, 人所做的一切都是有目标的，而我们要做的，就是洞悉别人所做的一切，再去做对自己有好处的事件。,励志,positive
2830, 挡在你和你的目标之间的唯一障碍，就是你不停地跟自己说的那些为什么我做不到的鬼话。,励志,positive
